sku,slug,name,brand,category,line,business_model,price_npr,cost_npr,daraz_price_npr,india_list_inr,margin_pct,landed_est_npr,price_confidence,source_url,target_persona,content_angle,b2b_only,stock_priority
ETP-079,silky-india-04-hair-repair-intensive-mask-250ml-1000ml,Silky India .04 Hair Repair Intensive Mask (250ml / 1000ml),Ikonic,Salon Consumables,Attach,BOTH,2900,1740,,1099,40.0,1741,CONFIRM-BRAND,https://www.silkyhairindia.com/products.json,"Salon that reorders every month, not every year",Stylist demo: result after one wash; monthly reorder reminder,false,2
ETP-080,silky-india-03-daily-care-hydro-herb-mask-250ml-1000ml,Silky India .03 Daily Care Hydro Herb Mask (250ml / 1000ml),Ikonic,Salon Consumables,Attach,BOTH,2640,1584,,999,40.0,1582,CONFIRM-BRAND,https://www.silkyhairindia.com/products.json,"Salon that reorders every month, not every year",Stylist demo: result after one wash; monthly reorder reminder,false,2
ETP-081,silky-india-03-daily-care-hydro-herb-balm-250ml-1000ml,Silky India .03 Daily Care Hydro Herb Balm (250ml / 1000ml),Ikonic,Salon Consumables,Attach,BOTH,2640,1584,,999,40.0,1582,CONFIRM-BRAND,https://www.silkyhairindia.com/products.json,"Salon that reorders every month, not every year",Stylist demo: result after one wash; monthly reorder reminder,false,2
ETP-082,silky-india-02-color-care-restitutive-mask-250ml-1000ml,Silky India .02 Color Care Restitutive Mask (250ml / 1000ml),Ikonic,Salon Consumables,Attach,BOTH,2500,1500,,949,40.0,1503,CONFIRM-BRAND,https://www.silkyhairindia.com/products.json,"Salon that reorders every month, not every year",Stylist demo: result after one wash; monthly reorder reminder,false,2
ETP-083,silky-india-03-daily-care-daily-shampoo-250ml-1000ml,Silky India .03 Daily Care Daily Shampoo (250ml / 1000ml),Ikonic,Salon Consumables,Attach,BOTH,2370,1422,,899,40.0,1424,CONFIRM-BRAND,https://www.silkyhairindia.com/products.json,"Salon that reorders every month, not every year",Stylist demo: result after one wash; monthly reorder reminder,false,2
ETP-084,silky-india-03-nutrix-fluid-serum-100ml,Silky India .03 Nutrix Fluid Serum (100ml),Ikonic,Salon Consumables,Attach,BOTH,2370,1422,,899,40.0,1424,CONFIRM-BRAND,https://www.silkyhairindia.com/products.json,"Salon that reorders every month, not every year",Stylist demo: result after one wash; monthly reorder reminder,false,2
ETP-085,silky-india-02-color-care-shampoo-250ml-1000ml,Silky India .02 Color Care Shampoo (250ml / 1000ml),Ikonic,Salon Consumables,Attach,BOTH,2240,1344,,849,40.0,1345,CONFIRM-BRAND,https://www.silkyhairindia.com/products.json,"Salon that reorders every month, not every year",Stylist demo: result after one wash; monthly reorder reminder,false,2
ETP-086,silky-india-07-sebotherapy-oil-control-shampoo,Silky India .07 Sebotherapy Oil Control Shampoo,Ikonic,Salon Consumables,Attach,BOTH,2110,1266,,799,40.0,1266,CONFIRM-BRAND,https://www.silkyhairindia.com/products.json,"Salon that reorders every month, not every year",Stylist demo: result after one wash; monthly reorder reminder,false,2
ETP-087,ikonic-professional-hot-brush-hair-straightener-burgundy,Ikonic Professional Hot Brush - Hair Straightener ( Burgundy ),Ikonic,Straighteners,Traffic,D2C,11500,8338,11500,,27.5,,VERIFIED,https://www.daraz.com.np/products/ikonic-professional-hot-brush-hair-straightener-burgundy-i105935767.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-088,ikonic-professional-hair-straightener-hot-brush,Ikonic Professional Hair Straightener Hot Brush,Ikonic,Straighteners,Traffic,D2C,10140,7352,10140,,27.5,,VERIFIED,https://www.daraz.com.np/products/ikonic-professional-hair-straightener-hot-brush-i381682519.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-089,ikonic-professional-pro-titanium-shine-3-0-hair-straightener,Ikonic Professional Pro Titanium Shine 3.0 Hair Straightener,Ikonic,Straighteners,Traffic,D2C,12920,9367,12920,6300,27.5,9979,VERIFIED,https://www.daraz.com.np/products/ikonic-professional-pro-titanium-shine-30-hair-straightener-with-temperature-control-i436033192.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-090,ikonic-professional-gleam-pro-hair-straightener,Ikonic Professional Gleam Pro Hair Straightener,Ikonic,Straighteners,Traffic,D2C,13760,9976,,6300,27.5,9979,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/gleam-pro,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-091,ikonic-professional-hair-straightener-hot-brush-straightening-hair-bru,Ikonic Professional Hair Straightener Hot Brush | Straightening hair brush,Ikonic,Straighteners,Traffic,D2C,9620,6974,9620,,27.5,,VERIFIED,https://www.daraz.com.np/products/ikonic-professional-hair-straightener-hot-brush-straightening-hair-brush-i125576716.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-092,ikonic-professional-gleam-3-0-hair-straightener,Ikonic Professional Gleam 3.0 Hair Straightener,Ikonic,Straighteners,Traffic,D2C,12580,9120,12580,5950,27.5,9425,LIKELY-MATCH,https://www.daraz.com.np/products/ikonic-gleam-30-hair-iron-hair-straightener-or-flat-iron-with-1-inch-slim-floating-rose-gold-with-titanium-plates-1-year-warranty-i295071849.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-093,ikonic-professional-hair-straightener-slim-titanium-shine-3-0,Ikonic Professional Hair Straightener - Slim Titanium Shine 3.0,Ikonic,Straighteners,Traffic,D2C,12920,9367,12920,5600,27.5,8870,LIKELY-MATCH,https://www.daraz.com.np/products/ikonic-professional-pro-titanium-shine-30-hair-straightener-with-temperature-control-i436033192.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-094,ikonic-professional-finishing-line-hair-straightener,Ikonic Professional Finishing Line Hair Straightener,Ikonic,Straighteners,Traffic,D2C,11800,8555,,5400,27.5,8554,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/finishing-line-hair-straightener,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-095,ikonic-professional-black-titanium-slim-hair-straightener,Ikonic Professional Black Titanium Slim Hair Straightener,Ikonic,Straighteners,Traffic,D2C,8880,6438,8880,5100,27.5,8078,VERIFIED,https://www.daraz.com.np/products/ikonic-professional-titanium-hair-slim-crimper-styler-i125583057.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-096,ikonic-professional-pro-straight-black-hair-straightener,Ikonic Professional Pro Straight Black Hair Straightener,Ikonic,Straighteners,Traffic,D2C,9760,7076,9760,4550,27.5,7207,VERIFIED,https://www.daraz.com.np/products/ikonic-pro-straight-hair-straightener-i348301708.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-097,ikonic-go-straight-hair-straightener-black-pink-floating-ceramic-plate,"Ikonic Go Straight Hair Straightener, Black & Pink | Floating & Ceramic Plates| Lock Function| ",Ikonic,Straighteners,Traffic,D2C,5999,4349,5999,,27.5,,VERIFIED,https://www.daraz.com.np/products/ikonic-go-straight-hair-straightener-black-pink-floating-ceramic-plates-lock-function-quick-easy-to-use-i482287817.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-098,ikonic-professional-s3-hair-straightener,Ikonic Professional S3+ Hair Straightener,Ikonic,Straighteners,Traffic,D2C,7690,5575,7690,3675,27.5,5821,VERIFIED,https://www.daraz.com.np/products/ikonic-professional-ceramic-hair-straightner-i109647183.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-099,ikonic-professional-vibe-hair-straightener,Ikonic Professional Vibe+  Hair Straightener,Ikonic,Straighteners,Traffic,D2C,6990,5068,,3200,27.5,5069,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/vibe-hair-straightener,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-100,ikonic-professional-glam-hair-straightener,Ikonic Professional Glam Hair Straightener,Ikonic,Straighteners,Traffic,D2C,6500,4712,,2975,27.5,4712,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-glam-hair-straightener,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-101,ikonic-professional-vibe-hair-straightener-etp-101,Ikonic Professional Vibe Hair Straightener,Ikonic,Straighteners,Traffic,D2C,6450,4676,,2950,27.5,4673,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/vibe-hair-straightener-white,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-102,ikonic-professional-pro-slim-hair-straightener,Ikonic Professional Pro Slim Hair Straightener,Ikonic,Straighteners,Traffic,D2C,5240,3799,,2400,27.5,3802,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/pro-slim,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-103,ikonic-me-xtreme-straight-hair-straightener,Ikonic Me Xtreme Straight Hair Straightener,Ikonic,Straighteners,Traffic,D2C,4800,3480,4800,2291,27.5,3629,LIKELY-MATCH,https://www.daraz.com.np/products/ikonic-xtreme-hair-straightners-me-xtreme-straight-stonesilver-by-ikonic-i1544770563.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-104,ikonic-me-black-beauty-hair-straightener-by-ikonic,Ikonic me Black Beauty Hair Straightener by Ikonic,Ikonic,Straighteners,Traffic,D2C,3500,2538,3500,,27.5,,VERIFIED,https://www.daraz.com.np/products/ikonic-me-black-beauty-hair-straightener-by-ikonic-i173947007.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-105,ikonic-black-beauty-hair-straightener-by-genuine-collction,Ikonic Black Beauty Hair Straightener by Genuine Collction,Ikonic,Straighteners,Traffic,D2C,3250,2356,3250,,27.5,,VERIFIED,https://www.daraz.com.np/products/ikonic-black-beauty-hair-straightener-by-genuine-collction-i155353160.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-106,ikonic-me-black-beauty-hair-iron-hair-straightener-flat-iron-ceramic-c,Ikonic Me Black Beauty Hair Iron Hair Straightener Flat Iron Ceramic Coated Floating 1 inch Pla,Ikonic,Straighteners,Traffic,D2C,3220,2334,3220,,27.5,,VERIFIED,https://www.daraz.com.np/products/ikonic-me-black-beauty-hair-iron-hair-straightener-flat-iron-ceramic-coated-floating-1-inch-plates-quick-heating-up-to-210-degrees-celcius-i160171636.html,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-107,the-ultimate-glam-glide-box,The Ultimate Glam & Glide Box,Ikonic,Straighteners,Traffic,D2C,4300,3118,,1966,27.5,3114,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/the-ultimate-glam-glide-box,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-108,ikonic-me-simply-straight-hair-straightener,Ikonic Me Simply Straight Hair Straightener,Ikonic,Straighteners,Traffic,D2C,4100,2972,,1875,27.5,2970,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-simply-straight-hair-straightener-black-golden,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-109,ikonic-me-2-in-1-straight-and-curl-wide-hair-straightener,Ikonic Me 2 in 1 Straight and Curl (Wide) Hair Straightener,Ikonic,Straighteners,Traffic,D2C,3820,2770,,1750,27.5,2772,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/2-in-1-staright-n-curl-wide,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-110,ikonic-me-hair-straightener-glide,Ikonic Me Hair Straightener Glide,Ikonic,Straighteners,Traffic,D2C,2980,2160,,1365,27.5,2162,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-me-hair-straightener-glide,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-111,ikonic-me-black-beauty-hair-straightener,Ikonic Me Black beauty Hair Straightener,Ikonic,Straighteners,Traffic,D2C,2630,1907,,1203,27.5,1906,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-me-black-beauty-hair-iron,"Women 18-35, daily styling, wedding & festival season",One-pass demo on Nepali hair texture; plate close-up for authenticity,false,2
ETP-112,ikonic-professional-id-2-0-hair-dryer,Ikonic Professional Id 2.0 Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,26220,19010,,12000,27.5,19008,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-id-hair-dryer-2-0,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-113,ikonic-professional-id-2-0-hair-dryer-ash-grey-free-stand,Ikonic Professional ID 2.0 Hair Dryer (Ash Grey) + Free Stand,Ikonic,Hair Dryers,Traffic,D2C,21850,15841,,10000,27.5,15840,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-id-2-0-hair-dryer-copy,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-114,ikonic-professional-dynamite-scarlett-limited-edition-hair-dryer,Ikonic Professional Dynamite+ Scarlett Limited Edition Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,18440,13369,,8438,27.5,13366,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-dynamite-scarlett-limited-edition-hair-dryer,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-115,ikonic-professional-dynamite-hair-dryer,Ikonic Professional Dynamite+ Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,15290,11085,,7000,27.5,11088,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-hair-dryer-dynamite-grey,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-116,ikonic-professional-pro-2800-hair-dryer,Ikonic Professional Pro 2800+ Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,13380,9700,,6125,27.5,9702,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/pro-2800-hair-dryer-1,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-117,ikonic-professional-finishing-line-hair-dryer,Ikonic Professional Finishing Line Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,12450,9026,,5700,27.5,9029,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/finishing-line-hair-dryer,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-118,ikonic-professional-pro-2500-advanced-hair-dryer,Ikonic Professional Pro 2500+ Advanced Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,10000,7250,10000,4900,27.5,7762,VERIFIED,https://www.daraz.com.np/products/ikonic-hair-dryer-pro-2500-white-i133838345.html,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-119,ikonic-professional-dynamite-hair-dryer-etp-119,Ikonic Professional Dynamite Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,10490,7605,,4800,27.5,7603,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-hair-dryer-dynamite,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-120,ikonic-professional-pro-2400-hair-dryer,Ikonic Professional Pro 2400 Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,7650,5546,,3500,27.5,5544,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-hair-dryer-pro-2400,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-121,ikonic-professional-hair-dryer-pro-2200,Ikonic Professional Hair Dryer Pro 2200+,Ikonic,Hair Dryers,Traffic,D2C,7500,5438,7500,3325,27.5,5267,LIKELY-MATCH,https://www.daraz.com.np/products/ikonic-hair-dryer-pro-2200-black-red-by-genuine-beauty-i111077769.html,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-122,ikonic-professional-pro-2200-hair-dryer,Ikonic Professional Pro 2200 Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,7500,5438,7500,3055,27.5,4839,VERIFIED,https://www.daraz.com.np/products/ikonic-hair-dryer-pro-2200-black-red-by-genuine-beauty-i111077769.html,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-123,ikonic-professional-pro-2100-hair-dryer,Ikonic Professional Pro 2100+ Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,5720,4147,5720,2503,27.5,3965,VERIFIED,https://www.daraz.com.np/products/ikonic-professional-pro-2100-hair-dryer-096kg-i1520901079.html,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-124,ikonic-professional-blaze-hair-dryer,Ikonic Professional Blaze Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,4660,3378,,2135,27.5,3382,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-hair-dryer-blaze-black,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-125,ikonic-me-ultralight-2000-hair-dryer,Ikonic Me- Ultralight 2000 Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,4260,3088,,1950,27.5,3089,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-me-ultralight-2000-hair-dryer-orange,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-126,ikonic-travel-express-hair-dryer-white-rose-gold-1400w-motor-foldable-,Ikonic Travel Express Hair Dryer (White & Rose Gold) 1400W Motor Foldable Handle 2 Heat and 1 C,Ikonic,Hair Dryers,Traffic,D2C,2729,1979,2729,,27.5,,VERIFIED,https://www.daraz.com.np/products/ikonic-travel-express-hair-dryer-white-rose-gold-1400w-motor-foldable-handle-2-heat-and-1-cool-setting-i130200127.html,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-127,ikonic-professional-id-2-0-hair-dryer-stand,Ikonic Professional Id 2.0 Hair Dryer Stand,Ikonic,Hair Dryers,Traffic,D2C,3550,2574,,1625,27.5,2574,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-id-hair-dryer-stand-2-0,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-128,hair-dryer-stand-black-d0013d-s,HAIR DRYER STAND BLACK D0013D-S,Ikonic,Hair Dryers,Traffic,D2C,3500,2538,,1600,27.5,2534,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/hair-dryer-stand-black-d0013d-s,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-129,ikonic-me-travel-express-hair-dryer,Ikonic Me Travel Express Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,2910,2110,,1333,27.5,2111,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-me-travel-express-hair-dryer,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-130,ikonic-me-mini-vibe-hair-dryer,Ikonic Me Mini Vibe Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,2910,2110,,1333,27.5,2111,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-mini-vibe-hair-dryer,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-131,ikonic-hair-dryer-diffuser-black,Ikonic Hair Dryer Diffuser Black,Ikonic,Hair Dryers,Traffic,D2C,2330,1689,,1068,27.5,1692,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-hair-dryer-diffuser-black,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-132,ikonic-me-mini-speedy-hair-dryer,Ikonic Me Mini Speedy Hair Dryer,Ikonic,Hair Dryers,Traffic,D2C,1690,1225,,775,27.5,1228,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/mini-speedy-hair-dryer,Salon owner + home user who blow-dries weekly,Drying-time race vs a cheap dryer; noise + heat-damage proof,false,2
ETP-133,ikonic-me-3-in-1-express-styler-hair-styler,Ikonic Me 3 in 1 Express Styler Hair Styler,Ikonic,Multi-Stylers,Traffic,D2C,5250,3806,5250,2178,27.5,3450,VERIFIED,https://www.daraz.com.np/products/ikonic-me-3-in-1-express-styler-hair-styler-i503595140.html,First-tool buyer who wants dry + style in one,One tool replaces three; morning-routine time-lapse,false,2
ETP-134,ikonic-me-pedi-express-callus-remover,Ikonic Me Pedi Express Callus Remover,Ikonic,Multi-Stylers,Traffic,D2C,3050,2211,,1398,27.5,2214,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-me-pedi-express-callus-remover,First-tool buyer who wants dry + style in one,One tool replaces three; morning-routine time-lapse,false,2
ETP-135,ikonic-professional-pro-curl-hair-curler,Ikonic Professional Pro Curl Hair Curler,Ikonic,Curlers,Traffic,D2C,9370,6793,,4290,27.5,6795,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-pro-hair-curler-black,"Women 18-30, occasion styling, reels-driven",Trending-audio transformation reel; hold-test after 8 hours,false,2
ETP-136,ikonic-professional-pro-waver-large-hair-styler,Ikonic Professional Pro Waver Large Hair Styler,Ikonic,Curlers,Traffic,D2C,8780,6366,,4020,27.5,6368,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/pro-waver-large,"Women 18-30, occasion styling, reels-driven",Trending-audio transformation reel; hold-test after 8 hours,false,2
ETP-137,ikonic-professional-hot-wand-2-0,Ikonic Professional Hot Wand 2.0,Ikonic,Curlers,Traffic,D2C,6880,4988,,3150,27.5,4990,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-hot-wand-2-0,"Women 18-30, occasion styling, reels-driven",Trending-audio transformation reel; hold-test after 8 hours,false,2
ETP-138,ikonic-professional-curling-tong-2-0-hair-curler,Ikonic Professional Curling Tong 2.0 Hair Curler,Ikonic,Curlers,Traffic,D2C,6600,4785,6600,3115,27.5,4934,LIKELY-MATCH,https://www.daraz.com.np/products/ikonic-professional-curling-tong-black-golden-i133819976.html,"Women 18-30, occasion styling, reels-driven",Trending-audio transformation reel; hold-test after 8 hours,false,2
ETP-139,ikonic-professional-conical-tong-hair-curler,Ikonic Professional Conical Tong  Hair Curler,Ikonic,Curlers,Traffic,D2C,5900,4278,,2698,27.5,4274,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-conical-tong-hair-curler-cnt-19,"Women 18-30, occasion styling, reels-driven",Trending-audio transformation reel; hold-test after 8 hours,false,2
ETP-140,ikonic-professional-curling-tong-hair-curler,Ikonic Professional Curling Tong Hair Curler,Ikonic,Curlers,Traffic,D2C,6600,4785,6600,2400,27.5,3802,VERIFIED,https://www.daraz.com.np/products/ikonic-professional-curling-tong-black-golden-i133819976.html,"Women 18-30, occasion styling, reels-driven",Trending-audio transformation reel; hold-test after 8 hours,false,2
ETP-141,ikonic-me-curl-me-up-hair-styler,Ikonic Me Curl-me-up Hair Styler,Ikonic,Curlers,Traffic,D2C,4660,3378,,2135,27.5,3382,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-curl-me-up-19mm-grey,"Women 18-30, occasion styling, reels-driven",Trending-audio transformation reel; hold-test after 8 hours,false,2
ETP-142,ikonic-professional-pro-titanium-crimp-hair-crimper,Ikonic Professional Pro Titanium Crimp Hair Crimper,Ikonic,Crimpers,Traffic,D2C,9800,7105,9800,5250,27.5,8316,LIKELY-MATCH,https://www.daraz.com.np/products/ikonic-titanium-crimp-by-genuine-collection-i105580317.html,"Stylists and trend-followers, texture looks",Texture/volume transformation; festival hairstyle tutorial,false,2
ETP-143,ikonic-professional-pro-titanium-crimp-emerald-hair-crimper,Ikonic Professional Pro Titanium Crimp Emerald Hair Crimper,Ikonic,Crimpers,Traffic,D2C,9800,7105,9800,5250,27.5,8316,LIKELY-MATCH,https://www.daraz.com.np/products/ikonic-titanium-crimp-by-genuine-collection-i105580317.html,"Stylists and trend-followers, texture looks",Texture/volume transformation; festival hairstyle tutorial,false,2
ETP-144,ikonic-professional-slim-titanium-crimp-2-0-hair-crimper,Ikonic Professional Slim Titanium Crimp 2.0 Hair Crimper,Ikonic,Crimpers,Traffic,D2C,8880,6438,8880,4900,27.5,7762,LIKELY-MATCH,https://www.daraz.com.np/products/ikonic-professional-titanium-hair-slim-crimper-styler-i125583057.html,"Stylists and trend-followers, texture looks",Texture/volume transformation; festival hairstyle tutorial,false,2
ETP-145,ikonic-professional-super-crimper-hair-styler,Ikonic Professional Super Crimper Hair Styler,Ikonic,Crimpers,Traffic,D2C,6880,4988,,3150,27.5,4990,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-super-crimper,"Stylists and trend-followers, texture looks",Texture/volume transformation; festival hairstyle tutorial,false,2
ETP-146,ikonic-professional-crimp-style-hair-styler,Ikonic Professional Crimp & Style Hair Styler,Ikonic,Crimpers,Traffic,D2C,6120,4437,,2800,27.5,4435,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-crimp-style-hair-crimper-purple-black,"Stylists and trend-followers, texture looks",Texture/volume transformation; festival hairstyle tutorial,false,2
ETP-147,ikonic-me-xtreme-crimp-hair-styler,Ikonic Me Xtreme Crimp Hair Styler,Ikonic,Crimpers,Traffic,D2C,4800,3480,4800,2438,27.5,3862,VERIFIED,https://www.daraz.com.np/products/ikonic-me-xtreme-crimp-hair-crimper-silver-by-ikonic-i1544752819.html,"Stylists and trend-followers, texture looks",Texture/volume transformation; festival hairstyle tutorial,false,2
ETP-148,ikonic-professional-pro-master-hair-clipper,Ikonic Professional Pro Master Hair Clipper,Ikonic,Grooming,Traffic,D2C,7950,5764,,3639,27.5,5764,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/pro-master-hair-clipper,"Home user, gifting, male grooming",Before/after in 15s; gifting angle for festivals,false,2
ETP-149,ikonic-professional-pro-trim-hair-trimmer,Ikonic Professional Pro Trim Hair Trimmer,Ikonic,Grooming,Traffic,D2C,7860,5698,,3600,27.5,5702,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-pro-trim-hair-trimmer,"Home user, gifting, male grooming",Before/after in 15s; gifting angle for festivals,false,2
ETP-150,ikonic-professional-neo-hair-trimmer,Ikonic Professional Neo Hair Trimmer,Ikonic,Grooming,Traffic,D2C,5110,3705,,2340,27.5,3707,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/neo-hair-trimmer,"Home user, gifting, male grooming",Before/after in 15s; gifting angle for festivals,false,2
